area,ethnic_group,value
Wainui-Waiwera,Pacific,30
Wainui-Waiwera,Asian,70
Wainui-Waiwera,Middle Eastern/Latin American/African,10
Parakai,"Total people, ethnic group",1150
Parakai,European or Other (including New Zealander),920
Parakai,Maori,280
Parakai,Pacific,80
Parakai,Asian,80
Parakai,Middle Eastern/Latin American/African,10
Helensville Rural,"Total people, ethnic group",1580
Helensville Rural,European or Other (including New Zealander),1480
Helensville Rural,Maori,190
Helensville Rural,Pacific,50
Helensville Rural,Asian,50
Helensville Rural,Middle Eastern/Latin American/African,10
Helensville,"Total people, ethnic group",2910
Helensville,European or Other (including New Zealander),2460
Helensville,Maori,610
Helensville,Pacific,230
Helensville,Asian,130
Helensville,Middle Eastern/Latin American/African,10
Waitoki,"Total people, ethnic group",1600
Waitoki,European or Other (including New Zealander),1520
Waitoki,Maori,130
Waitoki,Pacific,20
Waitoki,Asian,50
Waitoki,Middle Eastern/Latin American/African,10
Waikoukou Valley,"Total people, ethnic group",1800
Waikoukou Valley,European or Other (including New Zealander),1710
Waikoukou Valley,Maori,160
Waikoukou Valley,Pacific,40
Waikoukou Valley,Asian,60
Waikoukou Valley,Middle Eastern/Latin American/African,10
Orewa North,"Total people, ethnic group",4230
Orewa North,European or Other (including New Zealander),3540
Orewa North,Maori,200
Orewa North,Pacific,90
Orewa North,Asian,610
Orewa North,Middle Eastern/Latin American/African,50
Hatfields Beach,"Total people, ethnic group",1600
Hatfields Beach,European or Other (including New Zealander),1500
Hatfields Beach,Maori,200
Hatfields Beach,Pacific,40
Hatfields Beach,Asian,60
Hatfields Beach,Middle Eastern/Latin American/African,10
Orewa South,"Total people, ethnic group",3110
Orewa South,European or Other (including New Zealander),2770
Orewa South,Maori,200
Orewa South,Pacific,90
Orewa South,Asian,290
Orewa South,Middle Eastern/Latin American/African,10
Orewa Central,"Total people, ethnic group",3190
Orewa Central,European or Other (including New Zealander),2760
Orewa Central,Maori,270
Orewa Central,Pacific,120
Orewa Central,Asian,340
Orewa Central,Middle Eastern/Latin American/African,30
Millwater North,"Total people, ethnic group",3840
Millwater North,European or Other (including New Zealander),2760
Millwater North,Maori,200
Millwater North,Pacific,40
Millwater North,Asian,1050
Millwater North,Middle Eastern/Latin American/African,50
Waipatukahu,"Total people, ethnic group",1530
Waipatukahu,European or Other (including New Zealander),1390
Waipatukahu,Maori,250
Waipatukahu,Pacific,60
Waipatukahu,Asian,30
Waipatukahu,Middle Eastern/Latin American/African,10
Millwater South,"Total people, ethnic group",2430
Millwater South,European or Other (including New Zealander),1450
Millwater South,Maori,100
Millwater South,Pacific,20
Millwater South,Asian,950
Millwater South,Middle Eastern/Latin American/African,50
Dairy Flat North,"Total people, ethnic group",1870
Dairy Flat North,European or Other (including New Zealander),1510
Dairy Flat North,Maori,130
Dairy Flat North,Pacific,20
Dairy Flat North,Asian,330
Dairy Flat North,Middle Eastern/Latin American/African,10
Dairy Flat West,"Total people, ethnic group",1500
Dairy Flat West,European or Other (including New Zealander),1370
Dairy Flat West,Maori,110
Dairy Flat West,Pacific,30
Dairy Flat West,Asian,110
Dairy Flat West,Middle Eastern/Latin American/African,10
Kingsway,"Total people, ethnic group",2270
Kingsway,European or Other (including New Zealander),1920
Kingsway,Maori,150
Kingsway,Pacific,70
Kingsway,Asian,290
Kingsway,Middle Eastern/Latin American/African,30
Riverhead Forest,"Total people, ethnic group",0
Riverhead Forest,European or Other (including New Zealander),0
Riverhead Forest,Maori,0
Riverhead Forest,Pacific,0
Riverhead Forest,Asian,0
Riverhead Forest,Middle Eastern/Latin American/African,0
Silverdale Central (Auckland),"Total people, ethnic group",310
Silverdale Central (Auckland),European or Other (including New Zealander),210
Silverdale Central (Auckland),Maori,40
Silverdale Central (Auckland),Pacific,10
Silverdale Central (Auckland),Asian,80
Silverdale Central (Auckland),Middle Eastern/Latin American/African,0
Red Beach West,"Total people, ethnic group",2180
Red Beach West,European or Other (including New Zealander),1950
Red Beach West,Maori,150
Red Beach West,Pacific,60
Red Beach West,Asian,190
Red Beach West,Middle Eastern/Latin American/African,20
Red Beach East,"Total people, ethnic group",4140
Red Beach East,European or Other (including New Zealander),3840
Red Beach East,Maori,360
Red Beach East,Pacific,100
Red Beach East,Asian,200
Red Beach East,Middle Eastern/Latin American/African,40
Silverdale South (Auckland),"Total people, ethnic group",2070
Silverdale South (Auckland),European or Other (including New Zealander),1880
Silverdale South (Auckland),Maori,160
Silverdale South (Auckland),Pacific,20
Silverdale South (Auckland),Asian,150
Silverdale South (Auckland),Middle Eastern/Latin American/African,20
Waimauku,"Total people, ethnic group",1380
Waimauku,European or Other (including New Zealander),1300
Waimauku,Maori,160
Waimauku,Pacific,40
Waimauku,Asian,60
Waimauku,Middle Eastern/Latin American/African,0
Gulf Islands,"Total people, ethnic group",110
Gulf Islands,European or Other (including New Zealander),100
Gulf Islands,Maori,10
Gulf Islands,Pacific,0
Gulf Islands,Asian,0
Gulf Islands,Middle Eastern/Latin American/African,0
Vipond,"Total people, ethnic group",3020
Vipond,European or Other (including New Zealander),2730
Vipond,Maori,320
Vipond,Pacific,90
Vipond,Asian,180
Vipond,Middle Eastern/Latin American/African,60
Muriwai,"Total people, ethnic group",1300
Muriwai,European or Other (including New Zealander),1240
Muriwai,Maori,140
Muriwai,Pacific,30
Muriwai,Asian,50
Muriwai,Middle Eastern/Latin American/African,20
Stanmore Bay West,"Total people, ethnic group",2820
Stanmore Bay West,European or Other (including New Zealander),2500
Stanmore Bay West,Maori,320
Stanmore Bay West,Pacific,100
Stanmore Bay West,Asian,220
Stanmore Bay West,Middle Eastern/Latin American/African,40
Kumeu Rural West,"Total people, ethnic group",1700
Kumeu Rural West,European or Other (including New Zealander),1530
Kumeu Rural West,Maori,160
Kumeu Rural West,Pacific,70
Kumeu Rural West,Asian,110
Kumeu Rural West,Middle Eastern/Latin American/African,20
Okura Bush,"Total people, ethnic group",1400
Okura Bush,European or Other (including New Zealander),1180
Okura Bush,Maori,80
Okura Bush,Pacific,20
Okura Bush,Asian,210
Okura Bush,Middle Eastern/Latin American/African,10
Whangaparaoa Central,"Total people, ethnic group",3920
Whangaparaoa Central,European or Other (including New Zealander),3480
Whangaparaoa Central,Maori,330
Whangaparaoa Central,Pacific,90
Whangaparaoa Central,Asian,370
Whangaparaoa Central,Middle Eastern/Latin American/African,40
Kumeu-Huapai,"Total people, ethnic group",3580
Kumeu-Huapai,European or Other (including New Zealander),2940
Kumeu-Huapai,Maori,310
Kumeu-Huapai,Pacific,130
Kumeu-Huapai,Asian,550
Kumeu-Huapai,Middle Eastern/Latin American/African,60
Stanmore Bay East,"Total people, ethnic group",2850
Stanmore Bay East,European or Other (including New Zealander),2530
Stanmore Bay East,Maori,380
Stanmore Bay East,Pacific,80
Stanmore Bay East,Asian,200
Stanmore Bay East,Middle Eastern/Latin American/African,40
Manly West,"Total people, ethnic group",2450
Manly West,European or Other (including New Zealander),2250
Manly West,Maori,220
Manly West,Pacific,80
Manly West,Asian,130
Manly West,Middle Eastern/Latin American/African,20
Muriwai Valley-Bethells Beach,"Total people, ethnic group",1160
Muriwai Valley-Bethells Beach,European or Other (including New Zealander),1120
Muriwai Valley-Bethells Beach,Maori,120
Muriwai Valley-Bethells Beach,Pacific,30
Muriwai Valley-Bethells Beach,Asian,20
Muriwai Valley-Bethells Beach,Middle Eastern/Latin American/African,10
Tindalls-Matakatia,"Total people, ethnic group",2050
Tindalls-Matakatia,European or Other (including New Zealander),1910
Tindalls-Matakatia,Maori,120
Tindalls-Matakatia,Pacific,40
Tindalls-Matakatia,Asian,120
Tindalls-Matakatia,Middle Eastern/Latin American/African,10
Coatesville,"Total people, ethnic group",2430
Coatesville,European or Other (including New Zealander),2160
Coatesville,Maori,110
Coatesville,Pacific,50
Coatesville,Asian,260
Coatesville,Middle Eastern/Latin American/African,10
Dairy Flat South,"Total people, ethnic group",1700
Dairy Flat South,European or Other (including New Zealander),1440
Dairy Flat South,Maori,80
Dairy Flat South,Pacific,20
Dairy Flat South,Asian,240
Dairy Flat South,Middle Eastern/Latin American/African,20
Gulf Harbour North,"Total people, ethnic group",3080
Gulf Harbour North,European or Other (including New Zealander),2640
Gulf Harbour North,Maori,220
Gulf Harbour North,Pacific,70
Gulf Harbour North,Asian,390
Gulf Harbour North,Middle Eastern/Latin American/African,60
Manly East,"Total people, ethnic group",3680
Manly East,European or Other (including New Zealander),3450
Manly East,Maori,380
Manly East,Pacific,110
Manly East,Asian,130
Manly East,Middle Eastern/Latin American/African,20
Riverhead,"Total people, ethnic group",2920
Riverhead,European or Other (including New Zealander),2540
Riverhead,Maori,300
Riverhead,Pacific,100
Riverhead,Asian,270
Riverhead,Middle Eastern/Latin American/African,30
Army Bay,"Total people, ethnic group",1640
Army Bay,European or Other (including New Zealander),1500
Army Bay,Maori,130
Army Bay,Pacific,50
Army Bay,Asian,90
Army Bay,Middle Eastern/Latin American/African,20
Kumeu Rural East,"Total people, ethnic group",2120
Kumeu Rural East,European or Other (including New Zealander),1710
Kumeu Rural East,Maori,280
Kumeu Rural East,Pacific,80
Kumeu Rural East,Asian,290
Kumeu Rural East,Middle Eastern/Latin American/African,10
Gulf Harbour South,"Total people, ethnic group",2820
Gulf Harbour South,European or Other (including New Zealander),2270
Gulf Harbour South,Maori,110
Gulf Harbour South,Pacific,70
Gulf Harbour South,Asian,510
Gulf Harbour South,Middle Eastern/Latin American/African,60
Paremoremo West,"Total people, ethnic group",1040
Paremoremo West,European or Other (including New Zealander),840
Paremoremo West,Maori,90
Paremoremo West,Pacific,40
Paremoremo West,Asian,120
Paremoremo West,Middle Eastern/Latin American/African,10
Taupaki,"Total people, ethnic group",1680
Taupaki,European or Other (including New Zealander),1510
Taupaki,Maori,150
Taupaki,Pacific,60
Taupaki,Asian,130
Taupaki,Middle Eastern/Latin American/African,10
Long Bay,"Total people, ethnic group",1460
Long Bay,European or Other (including New Zealander),680
Long Bay,Maori,30
Long Bay,Pacific,20
Long Bay,Asian,750
Long Bay,Middle Eastern/Latin American/African,40
Paremoremo East,"Total people, ethnic group",2470
Paremoremo East,European or Other (including New Zealander),1900
Paremoremo East,Maori,380
Paremoremo East,Pacific,130
Paremoremo East,Asian,270
Paremoremo East,Middle Eastern/Latin American/African,30
Albany Heights,"Total people, ethnic group",3400
Albany Heights,European or Other (including New Zealander),1720
Albany Heights,Maori,120
Albany Heights,Pacific,50
Albany Heights,Asian,1580
Albany Heights,Middle Eastern/Latin American/African,110
Awaruku,"Total people, ethnic group",4620
Awaruku,European or Other (including New Zealander),3650
Awaruku,Maori,220
Awaruku,Pacific,90
Awaruku,Asian,870
Awaruku,Middle Eastern/Latin American/African,80
Fairview Heights,"Total people, ethnic group",4210
Fairview Heights,European or Other (including New Zealander),1600
Fairview Heights,Maori,120
Fairview Heights,Pacific,60
Fairview Heights,Asian,2470
Fairview Heights,Middle Eastern/Latin American/African,140
Whenuapai,"Total people, ethnic group",4130
Whenuapai,European or Other (including New Zealander),3370
Whenuapai,Maori,530
Whenuapai,Pacific,250
Whenuapai,Asian,510
Whenuapai,Middle Eastern/Latin American/African,50
Waitakere Ranges North,"Total people, ethnic group",1320
Waitakere Ranges North,European or Other (including New Zealander),1220
Waitakere Ranges North,Maori,140
Waitakere Ranges North,Pacific,60
Waitakere Ranges North,Asian,60
Waitakere Ranges North,Middle Eastern/Latin American/African,0
Torbay,"Total people, ethnic group",4470
Torbay,European or Other (including New Zealander),3860
Torbay,Maori,230
Torbay,Pacific,120
Torbay,Asian,530
Torbay,Middle Eastern/Latin American/African,40
Albany Central,"Total people, ethnic group",590
Albany Central,European or Other (including New Zealander),310
Albany Central,Maori,40
Albany Central,Pacific,20
Albany Central,Asian,250
Albany Central,Middle Eastern/Latin American/African,20
Albany West,"Total people, ethnic group",2990
Albany West,European or Other (including New Zealander),1600
Albany West,Maori,110
Albany West,Pacific,40
Albany West,Asian,1290
Albany West,Middle Eastern/Latin American/African,90
Glamorgan,"Total people, ethnic group",3420
Glamorgan,European or Other (including New Zealander),2760
Glamorgan,Maori,280
Glamorgan,Pacific,90
Glamorgan,Asian,560
Glamorgan,Middle Eastern/Latin American/African,60
Oteha East,"Total people, ethnic group",3430
Oteha East,European or Other (including New Zealander),1610
Oteha East,Maori,110
Oteha East,Pacific,60
Oteha East,Asian,1720
Oteha East,Middle Eastern/Latin American/African,110
Northcross,"Total people, ethnic group",3450
Northcross,European or Other (including New Zealander),2380
Northcross,Maori,180
Northcross,Pacific,60
Northcross,Asian,1000
Northcross,Middle Eastern/Latin American/African,70
Oteha West,"Total people, ethnic group",2050
Oteha West,European or Other (including New Zealander),440
Oteha West,Maori,20
Oteha West,Pacific,30
Oteha West,Asian,1550
Oteha West,Middle Eastern/Latin American/African,80
Waiake,"Total people, ethnic group",4040
Waiake,European or Other (including New Zealander),3300
Waiake,Maori,200
Waiake,Pacific,80
Waiake,Asian,620
Waiake,Middle Eastern/Latin American/African,80
Waitakere,"Total people, ethnic group",2000
Waitakere,European or Other (including New Zealander),1850
Waitakere,Maori,290
Waitakere,Pacific,130
Waitakere,Asian,80
Waitakere,Middle Eastern/Latin American/African,20
Albany South,"Total people, ethnic group",3630
Albany South,European or Other (including New Zealander),1840
Albany South,Maori,120
Albany South,Pacific,60
Albany South,Asian,1640
Albany South,Middle Eastern/Latin American/African,150
Browns Bay South West,"Total people, ethnic group",4440
Browns Bay South West,European or Other (including New Zealander),2900
Browns Bay South West,Maori,240
Browns Bay South West,Pacific,90
Browns Bay South West,Asian,1430
Browns Bay South West,Middle Eastern/Latin American/African,130
Browns Bay Central,"Total people, ethnic group",2960
Browns Bay Central,European or Other (including New Zealander),2320
Browns Bay Central,Maori,140
Browns Bay Central,Pacific,50
Browns Bay Central,Asian,560
Browns Bay Central,Middle Eastern/Latin American/African,70
Schnapper Rock,"Total people, ethnic group",4240
Schnapper Rock,European or Other (including New Zealander),1850
Schnapper Rock,Maori,120
Schnapper Rock,Pacific,50
Schnapper Rock,Asian,2280
Schnapper Rock,Middle Eastern/Latin American/African,140
Pinehill,"Total people, ethnic group",4630
Pinehill,European or Other (including New Zealander),1320
Pinehill,Maori,120
Pinehill,Pacific,50
Pinehill,Asian,3220
Pinehill,Middle Eastern/Latin American/African,100
North Harbour,"Total people, ethnic group",880
North Harbour,European or Other (including New Zealander),570
North Harbour,Maori,50
North Harbour,Pacific,10
North Harbour,Asian,270
North Harbour,Middle Eastern/Latin American/African,30
Browns Bay South East,"Total people, ethnic group",3110
Browns Bay South East,European or Other (including New Zealander),1950
Browns Bay South East,Maori,140
Browns Bay South East,Pacific,50
Browns Bay South East,Asian,1050
Browns Bay South East,Middle Eastern/Latin American/African,100
Westgate Central,"Total people, ethnic group",40
